"","sub","label","sulcal_depth_mm","hemi"
"372",102513,"prculs_d",19.4170195628519,"lh"
"373",102816,"prculs_d",11.7171568415193,"lh"
"374",103111,"prculs_d",16.1736102617507,"lh"
"375",103414,"prculs_d",13.2956487072048,"lh"
"376",103515,"prculs_d",13.807126248829,"lh"
"377",103818,"prculs_d",10.6965770018309,"lh"
"378",104416,"prculs_d",17.2981477794188,"lh"
"379",104820,"prculs_d",14.8083970313762,"lh"
"380",105014,"prculs_d",12.7693565857356,"lh"
"381",105115,"prculs_d",11.3184652823986,"lh"
"382",105216,"prculs_d",16.680272897964,"lh"
"383",105620,"prculs_d",16.6276423666559,"lh"
"384",106016,"prculs_d",15.0240525342117,"lh"
"385",106319,"prculs_d",13.9591128214648,"lh"
"386",106521,"prculs_d",14.9044771614434,"lh"
"387",107018,"prculs_d",13.8903696913122,"lh"
"388",107220,"prculs_d",13.8199848697371,"lh"
"389",107321,"prculs_d",14.1580102318798,"lh"
"390",107422,"prculs_d",17.7794760228579,"lh"
"391",107725,"prculs_d",10.5495829673918,"lh"
"392",108121,"prculs_d",13.2344447326423,"lh"
"393",108222,"prculs_d",13.4999678534118,"lh"
"394",108323,"prculs_d",17.2663553883281,"lh"
"395",108525,"prculs_d",16.4846281351351,"lh"
"396",108828,"prculs_d",10.4629767397338,"lh"
"397",109123,"prculs_d",18.7060529936859,"lh"
"398",109325,"prculs_d",15.9360193802244,"lh"
"399",109830,"prculs_d",15.1369413817396,"lh"
"400",110007,"prculs_d",9.68343817430586,"lh"
"401",110411,"prculs_d",13.8128040789434,"lh"
"402",110613,"prculs_d",14.5557650578979,"lh"
"403",112920,"prculs_d",16.7464146171857,"lh"
"404",114924,"prculs_d",10.615535075789,"lh"
"405",120111,"prculs_d",13.3406766130516,"lh"
"406",128127,"prculs_d",5.06994628863324,"lh"
"407",133928,"prculs_d",15.0915679873724,"lh"
"408",144125,"prculs_d",14.8458555259568,"lh"
"409",146937,"prculs_d",16.9310155671102,"lh"
"410",151425,"prculs_d",13.8774728716002,"lh"
"411",151829,"prculs_d",11.0137384824825,"lh"
"412",164939,"prculs_d",14.9210699121913,"lh"
"413",168240,"prculs_d",15.4623065977417,"lh"
"414",176744,"prculs_d",11.7271125194647,"lh"
"415",180937,"prculs_d",12.1143260218098,"lh"
"416",185947,"prculs_d",16.6985565814532,"lh"
"417",214019,"prculs_d",3.97293699506352,"lh"
"418",268749,"prculs_d",13.9009648180163,"lh"
"419",365343,"prculs_d",10.9615328551368,"lh"
"420",380036,"prculs_d",12.6562383480306,"lh"
"421",517239,"prculs_d",12.1935017215793,"lh"
"422",522434,"prculs_d",11.1462803985178,"lh"
"423",531536,"prculs_d",15.1914328986829,"lh"
"424",566454,"prculs_d",9.83321270219482,"lh"
"425",585256,"prculs_d",9.57031997928705,"lh"
"426",622236,"prculs_d",17.9325425037493,"lh"
"427",644044,"prculs_d",11.8332850753946,"lh"
"428",679770,"prculs_d",12.8251019131936,"lh"
"429",687163,"prculs_d",12.7088974157035,"lh"
"430",867468,"prculs_d",14.1070447684157,"lh"
"431",910241,"prculs_d",14.5809277793937,"lh"
"432",959574,"prculs_d",15.4706079777861,"lh"
"433",100206,"spls",14.4467411208811,"lh"
"434",100307,"spls",13.0447237951288,"lh"
"435",100408,"spls",11.057316040574,"lh"
"436",100610,"spls",13.6763894967222,"lh"
"437",101006,"spls",11.7473289847122,"lh"
"438",101107,"spls",14.9427467838785,"lh"
"439",101309,"spls",9.69761379721434,"lh"
"440",101410,"spls",15.5789026436894,"lh"
"441",101915,"spls",12.5136411241271,"lh"
"442",102008,"spls",12.2256952285961,"lh"
"443",102311,"spls",14.1385790297867,"lh"
"444",102513,"spls",14.588860029829,"lh"
"445",102816,"spls",11.6672060585772,"lh"
"446",103111,"spls",13.1316751357768,"lh"
"447",103414,"spls",12.1195763569709,"lh"
"448",103515,"spls",11.1240956226743,"lh"
"449",103818,"spls",11.0995562835145,"lh"
"450",104416,"spls",14.9928758993648,"lh"
"451",104820,"spls",10.7835879154288,"lh"
"452",105014,"spls",13.0560463087669,"lh"
"453",105115,"spls",11.4508837979057,"lh"
"454",105216,"spls",16.0989518018737,"lh"
"455",105620,"spls",13.5400785577721,"lh"
"456",106016,"spls",12.0264954480516,"lh"
"457",106319,"spls",15.0958933453861,"lh"
"458",106521,"spls",11.4215614976345,"lh"
"459",107018,"spls",11.8575651380091,"lh"
"460",107220,"spls",13.08791466719,"lh"
"461",107321,"spls",11.2040346352274,"lh"
