,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,sulcal_depth_mean,sulcal_depth_max,sulcal_depth_mean_pct,cortical_thickness_mean_pct
0,nc27,rh,cortex,120891.0,81325.0,206376.0,2.352,0.967,0.097,0.019,720.0,92.1,-0.009094415232539177,1.8037933111190796,-0.005041826516389847,0.4703923165798187
0,nc28,lh,frontal,38639.0,25575.0,77002.0,2.706,1.082,0.091,0.019,214.0,29.0,-0.02222401276230812,1.7275208234786987,-0.011234416626393795,0.5411494970321655
0,nc28,lh,occipital,12075.0,8233.0,14734.0,1.788,0.622,0.114,0.022,103.0,11.0,-0.1917315125465393,1.4349101781845093,-0.09692183881998062,0.35769063234329224
0,nc28,lh,parietal,32432.0,21822.0,47216.0,2.116,0.784,0.098,0.017,191.0,21.1,-0.012375639751553535,1.9170347452163696,-0.0062559847719967365,0.4231273829936981
0,nc28,lh,cingulate,4563.0,3105.0,7023.0,2.264,0.968,0.104,0.019,40.0,3.2,0.1496891975402832,1.628189206123352,0.07566910982131958,0.4528552293777466
0,nc28,lh,insula,3092.0,2204.0,7615.0,2.821,1.127,0.097,0.022,25.0,2.4,0.6032279133796692,1.9782073497772217,0.30493661761283875,0.564218282699585
0,nc28,lh,cortex,111364.0,75110.0,191979.0,2.334,0.986,0.098,0.019,720.0,85.9,-0.015149162150919437,1.9782073497772217,-0.007658024784177542,0.46685221791267395
0,nc28,rh,frontal,38209.0,25723.0,76836.0,2.644,1.048,0.092,0.018,219.0,28.7,-0.01642455719411373,1.8096483945846558,-0.00853587593883276,0.5288679599761963
0,nc28,rh,occipital,12533.0,8700.0,16517.0,1.898,0.766,0.114,0.023,104.0,12.3,-0.1999671459197998,1.709245204925537,-0.10392332822084427,0.37959545850753784
0,nc28,rh,parietal,31469.0,21543.0,44869.0,2.014,0.722,0.102,0.018,190.0,22.7,0.013149004429578781,1.9241796731948853,0.006833568215370178,0.40284714102745056
0,nc28,rh,cingulate,4878.0,3274.0,6725.0,2.031,0.859,0.095,0.017,37.0,3.3,0.07155807316303253,1.509484887123108,0.03718887269496918,0.40621432662010193
0,nc28,rh,insula,2543.0,1803.0,5587.0,2.764,1.178,0.092,0.022,14.0,1.9,0.6628584861755371,1.9162797927856445,0.34448888897895813,0.5528888702392578
0,nc28,rh,cortex,109649.0,74700.0,182985.0,2.246,0.956,0.099,0.019,716.0,84.4,-0.009942082688212395,1.9241796731948853,-0.005166919901967049,0.44911623001098633
0,nc29,lh,frontal,41013.0,27792.0,66152.0,2.347,0.91,0.092,0.019,219.0,29.2,-0.046423930674791336,1.8440722227096558,-0.024415146559476852,0.4693535566329956
